Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,LLOC_NAIX
2025-01-01,4,Les Corts,21,Pedralbes,5,1,1
2025-01-01,4,Les Corts,21,Pedralbes,..,1,2
2025-01-01,4,Les Corts,21,Pedralbes,6,1,3
2025-01-01,4,Les Corts,21,Pedralbes,..,1,5
2025-01-01,4,Les Corts,21,Pedralbes,262,2,1
2025-01-01,4,Les Corts,21,Pedralbes,51,2,2
2025-01-01,4,Les Corts,21,Pedralbes,94,2,3
2025-01-01,4,Les Corts,21,Pedralbes,62,2,4
2025-01-01,4,Les Corts,21,Pedralbes,203,2,5
2025-01-01,4,Les Corts,21,Pedralbes,..,2,6
2025-01-01,4,Les Corts,21,Pedralbes,638,3,1
2025-01-01,4,Les Corts,21,Pedralbes,119,3,2
2025-01-01,4,Les Corts,21,Pedralbes,172,3,3
2025-01-01,4,Les Corts,21,Pedralbes,41,3,4
2025-01-01,4,Les Corts,21,Pedralbes,279,3,5
2025-01-01,4,Les Corts,21,Pedralbes,1491,4,1
2025-01-01,4,Les Corts,21,Pedralbes,227,4,2
2025-01-01,4,Les Corts,21,Pedralbes,297,4,3
2025-01-01,4,Les Corts,21,Pedralbes,148,4,4
2025-01-01,4,Les Corts,21,Pedralbes,558,4,5
2025-01-01,4,Les Corts,21,Pedralbes,..,4,6
2025-01-01,4,Les Corts,21,Pedralbes,2649,5,1
2025-01-01,4,Les Corts,21,Pedralbes,660,5,2
2025-01-01,4,Les Corts,21,Pedralbes,785,5,3
2025-01-01,4,Les Corts,21,Pedralbes,410,5,4
2025-01-01,4,Les Corts,21,Pedralbes,1388,5,5
2025-01-01,4,Les Corts,21,Pedralbes,..,5,6
2025-01-01,4,Les Corts,21,Pedralbes,19,6,1
2025-01-01,4,Les Corts,21,Pedralbes,..,6,2
2025-01-01,4,Les Corts,21,Pedralbes,..,6,4
2025-01-01,4,Les Corts,21,Pedralbes,5,6,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",6,1,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20,1,3
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,1,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",192,2,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40,2,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",74,2,3
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",23,2,4
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",64,2,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",451,3,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",62,3,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",59,3,3
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",37,3,4
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",103,3,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,3,6
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",698,4,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",99,4,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",88,4,3
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",68,4,4
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",178,4,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",912,5,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",189,5,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",162,5,3
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",214,5,4
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",402,5,5
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",9,6,1
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,6,2
2025-01-01,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",..,6,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,22,1,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,12,1,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,45,1,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,1,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,699,2,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,146,2,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,246,2,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,85,2,4
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,296,2,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,1523,3,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,258,3,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,236,3,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,92,3,4
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,458,3,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,3,6
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,3355,4,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,397,4,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,374,4,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,283,4,4
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,859,4,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,6290,5,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,1163,5,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,1173,5,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,875,5,4
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,2090,5,5
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,9,5,6
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,41,6,1
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,6,2
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,6,3
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,5,6,4
2025-01-01,5,Sarrià-Sant Gervasi,23,Sarrià,..,6,5
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,10,1,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,..,1,2
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,8,1,3
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,..,1,4
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,382,2,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,61,2,2
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,106,2,3
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,38,2,4
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,192,2,5
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,858,3,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,128,3,2
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,140,3,3
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,3,4
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,269,3,5
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,2479,4,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,269,4,2
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,281,4,3
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,117,4,4
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,478,4,5
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,4416,5,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,813,5,2
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,940,5,3
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,355,5,4
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,1256,5,5
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,..,5,6
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,33,6,1
2025-01-01,5,Sarrià-Sant Gervasi,24,les Tres Torres,..,6,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,16,1,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5,1,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,26,1,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,1,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,1,5
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,624,2,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,110,2,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,212,2,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,66,2,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,352,2,5
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1523,3,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,214,3,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,275,3,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,73,3,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,639,3,5
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,3,6
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,3807,4,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,445,4,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,463,4,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,195,4,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1156,4,5
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,4,6
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,6658,5,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1171,5,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1356,5,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,689,5,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,2546,5,5
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,7,5,6
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,50,6,1
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,6,6,2
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,6,3
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,..,6,4
2025-01-01,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,6,6,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,22,1,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,23,1,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,33,1,3
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,..,1,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,10,1,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1012,2,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,171,2,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,352,2,3
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,98,2,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,663,2,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,..,2,6
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2563,3,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,377,3,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,404,3,3
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,126,3,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1089,3,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,..,3,6
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,6940,4,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,891,4,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,777,4,3
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,390,4,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2116,4,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5,4,6
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,11954,5,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2303,5,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2707,5,3
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,1592,5,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5723,5,5
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,10,5,6
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,6,1
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5,6,2
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,..,6,4
2025-01-01,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,16,6,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,19,1,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,18,1,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,30,1,3
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,1,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,1,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,621,2,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,150,2,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,262,2,3
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,49,2,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,374,2,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1785,3,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,274,3,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,353,3,3
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80,3,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,756,3,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,3,6
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4054,4,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,546,4,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,541,4,3
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,273,4,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1411,4,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,7080,5,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1439,5,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1498,5,3
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,1043,5,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,3795,5,5
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,5,6
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,43,6,1
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,6,2
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,..,6,4
2025-01-01,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,9,6,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,32,1,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,7,1,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,73,1,3
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,1,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,488,2,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,89,2,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,443,2,3
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,54,2,4
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,285,2,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,2,6
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,1292,3,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,209,3,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,397,3,3
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,57,3,4
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,601,3,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,2168,4,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,242,4,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,345,4,3
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,182,4,4
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,935,4,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,2986,5,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,704,5,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,733,5,3
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,496,5,4
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,1893,5,5
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,5,6
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,27,6,1
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,6,2
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,6,4
2025-01-01,6,Gràcia,28,Vallcarca i els Penitents,..,6,5
2025-01-01,6,Gràcia,29,el Coll,..,1,1
2025-01-01,6,Gràcia,29,el Coll,..,1,2
2025-01-01,6,Gràcia,29,el Coll,63,1,3
2025-01-01,6,Gràcia,29,el Coll,281,2,1
2025-01-01,6,Gràcia,29,el Coll,55,2,2
2025-01-01,6,Gràcia,29,el Coll,382,2,3
2025-01-01,6,Gràcia,29,el Coll,23,2,4
2025-01-01,6,Gràcia,29,el Coll,217,2,5
2025-01-01,6,Gràcia,29,el Coll,772,3,1
2025-01-01,6,Gràcia,29,el Coll,74,3,2
2025-01-01,6,Gràcia,29,el Coll,239,3,3
2025-01-01,6,Gràcia,29,el Coll,43,3,4
2025-01-01,6,Gràcia,29,el Coll,394,3,5
2025-01-01,6,Gràcia,29,el Coll,974,4,1
2025-01-01,6,Gràcia,29,el Coll,104,4,2
2025-01-01,6,Gràcia,29,el Coll,165,4,3
2025-01-01,6,Gràcia,29,el Coll,104,4,4
2025-01-01,6,Gràcia,29,el Coll,599,4,5
2025-01-01,6,Gràcia,29,el Coll,1074,5,1
2025-01-01,6,Gràcia,29,el Coll,228,5,2
2025-01-01,6,Gràcia,29,el Coll,264,5,3
2025-01-01,6,Gràcia,29,el Coll,212,5,4
2025-01-01,6,Gràcia,29,el Coll,788,5,5
2025-01-01,6,Gràcia,29,el Coll,6,6,1
2025-01-01,6,Gràcia,29,el Coll,..,6,2
2025-01-01,6,Gràcia,29,el Coll,..,6,5
2025-01-01,6,Gràcia,30,la Salut,19,1,1
2025-01-01,6,Gràcia,30,la Salut,7,1,2
2025-01-01,6,Gràcia,30,la Salut,45,1,3
2025-01-01,6,Gràcia,30,la Salut,..,1,4
2025-01-01,6,Gràcia,30,la Salut,6,1,5
2025-01-01,6,Gràcia,30,la Salut,431,2,1
2025-01-01,6,Gràcia,30,la Salut,111,2,2
2025-01-01,6,Gràcia,30,la Salut,354,2,3
2025-01-01,6,Gràcia,30,la Salut,35,2,4
2025-01-01,6,Gràcia,30,la Salut,286,2,5
2025-01-01,6,Gràcia,30,la Salut,1061,3,1
2025-01-01,6,Gràcia,30,la Salut,147,3,2
2025-01-01,6,Gràcia,30,la Salut,280,3,3
2025-01-01,6,Gràcia,30,la Salut,52,3,4
2025-01-01,6,Gràcia,30,la Salut,468,3,5
2025-01-01,6,Gràcia,30,la Salut,..,3,6
2025-01-01,6,Gràcia,30,la Salut,1785,4,1
2025-01-01,6,Gràcia,30,la Salut,223,4,2
2025-01-01,6,Gràcia,30,la Salut,300,4,3
2025-01-01,6,Gràcia,30,la Salut,134,4,4
2025-01-01,6,Gràcia,30,la Salut,729,4,5
2025-01-01,6,Gràcia,30,la Salut,2560,5,1
2025-01-01,6,Gràcia,30,la Salut,584,5,2
2025-01-01,6,Gràcia,30,la Salut,682,5,3
2025-01-01,6,Gràcia,30,la Salut,472,5,4
2025-01-01,6,Gràcia,30,la Salut,1429,5,5
2025-01-01,6,Gràcia,30,la Salut,..,5,6
2025-01-01,6,Gràcia,30,la Salut,21,6,1
2025-01-01,6,Gràcia,30,la Salut,..,6,2
2025-01-01,6,Gràcia,30,la Salut,..,6,3
2025-01-01,6,Gràcia,30,la Salut,8,6,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,84,1,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,26,1,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,157,1,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,..,1,4
2025-01-01,6,Gràcia,31,la Vila de Gràcia,7,1,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,1732,2,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,307,2,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,1024,2,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,117,2,4
2025-01-01,6,Gràcia,31,la Vila de Gràcia,976,2,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,3665,3,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,498,3,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,764,3,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,206,3,4
2025-01-01,6,Gràcia,31,la Vila de Gràcia,1739,3,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,..,3,6
2025-01-01,6,Gràcia,31,la Vila de Gràcia,5521,4,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,851,4,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,848,4,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,709,4,4
2025-01-01,6,Gràcia,31,la Vila de Gràcia,3148,4,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,..,4,6
2025-01-01,6,Gràcia,31,la Vila de Gràcia,7735,5,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,2432,5,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,2720,5,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,3173,5,4
2025-01-01,6,Gràcia,31,la Vila de Gràcia,7740,5,5
2025-01-01,6,Gràcia,31,la Vila de Gràcia,28,5,6
2025-01-01,6,Gràcia,31,la Vila de Gràcia,49,6,1
2025-01-01,6,Gràcia,31,la Vila de Gràcia,..,6,2
2025-01-01,6,Gràcia,31,la Vila de Gràcia,..,6,3
2025-01-01,6,Gràcia,31,la Vila de Gràcia,11,6,5
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,68,1,1
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,20,1,2
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,106,1,3
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,6,1,4
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8,1,5
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,1124,2,1
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,259,2,2
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,810,2,3
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,96,2,4
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,735,2,5
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,2853,3,1
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,425,3,2
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,702,3,3
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,168,3,4
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,1544,3,5
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,4578,4,1
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,602,4,2
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,802,4,3
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,379,4,4
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,2199,4,5
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,..,4,6
2025-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,6223,5,1
